1,661,6,32
1,769,4,50
1,2999,4,38
1,305,2,47
1,370,2,66
1,2257,2,64
1,661,5,55
1,2386,6,72
1,1338,1,76
1,1270,3,3
1,2933,4,67
1,3398,2,74
1,3364,2,23
1,639,3,9
1,305,1,44
1,253,5,1
1,279,3,38
1,319,6,55
1,2933,4,76
1,1007,4,41
1,3111,3,28
1,639,2,57
1,986,4,20
2,279,1,11
2,1777,3,38
2,2576,4,59
2,2061,3,52
2,477,1,55
2,1746,2,36
2,2202,4,6
2,639,4,25
2,969,3,12
2,2810,2,83
2,2288,1,17
2,153,3,84
2,2329,3,30
2,541,6,41
2,2065,2,29
2,3161,3,32
2,311,5,67
2,2384,4,63
2,1007,4,66
2,785,4,51
3,3149,3,66
3,2034,6,20
3,1141,3,82
3,1141,3,78
3,269,3,70
3,3033,4,10
3,2194,2,39
3,2770,4,20
3,1987,1,57
3,1746,2,37
3,1044,3,2
3,41,4,6
3,305,2,66
3,2293,3,53
3,963,4,67
3,1987,5,14
4,964,5,11
4,1812,3,30
4,2328,1,71
4,1812,2,76
4,863,2,58
4,845,2,72
4,2034,4,83
4,2430,2,64
4,555,2,37
4,281,4,57
4,675,5,46
4,2224,2,37
4,1007,3,71
4,978,2,60
4,2329,4,23
4,2430,4,41
4,2161,2,59
5,2869,1,18
5,2687,4,67
5,2401,3,2
5,1987,5,61
5,1197,1,23
5,236,4,78
5,2530,4,13
5,639,5,15
5,1007,3,53
5,428,3,1
5,131,4,8
5,2675,1,21
5,715,4,87
5,3471,4,23
5,428,1,84
5,1746,4,76
5,62,1,42
5,978,2,3
5,958,1,82
5,3377,5,89
5,2445,4,80
6,1015,4,27
6,2044,4,81
6,1414,4,39
6,150,5,42
6,2310,1,15
6,2223,4,31
6,3288,5,29
6,2328,2,53
6,2854,4,25
6,3396,3,72
6,678,2,58
6,986,3,26
6,661,4,20
6,2310,2,9
6,2175,1,13
6,3288,3,27
6,2152,3,20
6,329,3,12
6,2223,5,31
6,1799,2,39
6,46,3,20
6,3396,2,39
6,85,5,42
6,46,4,69
7,199,1,78
7,3398,4,35
7,1172,1,72
7,362,2,45
7,3224,2,10
7,1244,3,60
7,157,3,17
7,199,1,20
7,1981,2,42
7,3326,4,58
7,395,4,39
7,2999,4,4
7,1598,4,22
7,555,4,20
7,3326,2,33
7,3115,2,2
8,851,3,24
8,3033,4,42
8,1328,2,57
8,1348,2,5
8,11,3,32
8,2770,5,70
8,1109,5,30
8,670,4,15
8,112,3,66
8,1666,4,47
8,375,3,33
8,1164,2,39
8,576,5,20
8,2162,4,75
8,1328,2,44
8,3099,2,27
8,2607,3,62
8,2162,2,35
8,797,1,39
8,1328,4,12
8,1777,2,54
8,670,2,9
8,1155,6,72
8,1210,4,48
9,703,5,85
9,1137,2,84
9,2021,4,54
9,1838,1,7
9,1899,5,68
9,989,5,44
9,584,6,39
9,1342,3,10
9,1995,2,63
9,3387,3,71
9,418,5,8
9,1348,3,55
9,370,5,32
9,3161,2,7
9,2313,4,26
9,504,2,60
9,703,3,71
9,319,6,62
9,576,1,36
9,2061,3,26
9,751,2,56
9,2847,2,76
9,1170,1,25
9,1899,2,36
10,1501,1,46
10,2972,1,86
10,1754,1,88
10,2698,2,8
10,2258,2,56
10,381,1,48
10,1967,2,32
10,2847,2,13
10,3241,1,72
10,1261,3,2
10,466,3,13
10,2666,4,9
10,2073,2,24
10,1967,2,13
10,1547,5,89
10,2798,1,19
10,512,4,61
10,703,6,15
10,311,2,4
10,1210,2,15
10,2118,2,34
10,1697,2,80
10,1155,5,14
11,1142,5,28
11,2818,2,35
11,3364,2,71
11,3413,5,74
11,3364,6,50
11,1313,3,39
11,2436,2,19
11,1666,2,52
11,1141,3,13
11,3413,5,4
11,1666,5,87
11,1838,2,31
11,1695,3,12
11,2862,3,2
11,670,6,19
11,1899,5,9
11,1995,2,12
12,369,3,26
12,837,5,17
12,851,2,29
12,296,6,73
12,348,3,52
12,112,3,18
12,1633,4,24
12,2857,4,66
12,405,4,25
12,471,3,61
12,3192,3,22
12,3341,3,3
12,1240,1,79
12,2830,3,60
12,1998,4,85
12,3215,2,76
12,1666,3,42
12,2785,1,60
12,1552,5,53
12,2862,4,60
13,2152,1,62
13,3173,4,27
13,1133,4,3
13,464,1,86
13,2830,4,51
13,3288,2,7
13,2043,6,17
13,1228,4,2
13,85,5,58
13,2089,4,20
13,2184,5,77
13,1133,2,73
13,717,3,69
13,426,3,66
13,1558,5,67
13,3090,6,52
13,2856,3,39
13,85,4,85
13,1903,4,5
13,3090,3,15
13,464,2,16
13,1799,5,23
13,1240,3,40
13,3288,4,66
14,1752,3,56
14,1998,1,87
14,2722,1,68
14,838,5,87
14,2793,1,8
14,1045,4,54
14,2089,4,39
14,1778,2,64
14,2341,6,62
14,3341,1,39
14,813,5,3
14,113,2,70
14,296,5,62
14,2785,1,69
14,181,5,48
14,2089,4,25
14,1256,5,27
14,938,3,37
15,1133,3,6
15,3068,4,88
15,2856,3,57
15,1737,4,88
15,113,1,69
15,665,3,47
15,2830,3,88
15,2121,1,20
15,2203,3,65
15,2469,3,41
15,2237,1,54
15,2325,4,55
15,2952,5,69
15,1893,4,27
15,2181,4,34
15,1726,2,73
15,1102,2,87
15,1133,1,8
15,348,1,50
15,2538,3,7
15,2746,4,6
16,1598,1,9
16,3224,4,75
16,2043,6,25
16,348,1,45
16,813,4,47
16,1172,4,22
16,1240,1,33
16,2994,3,51
16,817,3,14
16,535,2,41
16,2606,5,23
16,544,5,81
16,1442,2,52
16,199,4,7
16,2429,4,89
16,1172,3,88
16,2043,3,18
16,1133,2,43
16,324,4,86
17,1985,5,80
17,2881,1,52
17,1593,2,85
17,614,4,15
17,2746,1,19
17,2295,4,56
17,478,4,1
17,1201,4,66
17,938,2,20
17,3068,3,76
17,2419,1,43
17,2881,1,12
17,2419,2,31
17,689,1,3
17,1803,2,3
17,1048,4,35
18,2584,6,50
18,974,3,33
18,2370,5,38
18,150,1,71
18,1498,2,73
18,329,1,25
18,1048,5,5
18,150,2,61
18,413,4,5
18,1903,4,50
18,345,4,46
18,40,1,69
18,394,2,7
18,1498,5,30
18,880,4,19
18,3173,2,83
18,2451,5,79
18,66,4,13
18,680,5,37
18,2793,4,85
19,2592,5,16
19,993,1,37
19,3211,3,37
19,215,3,63
19,347,3,30
19,503,3,78
19,1593,3,75
19,66,4,77
19,1144,4,61
19,1273,1,38
19,2360,5,16
19,3065,3,1
19,2881,1,83
19,2001,2,62
19,1490,1,40
19,1201,5,67
19,1123,2,74
19,2684,3,56
19,1485,3,12
19,2687,6,50
19,3284,5,86
19,66,2,63
19,958,5,46
20,2481,4,25
20,2886,2,44
20,1984,4,30
20,2101,1,68
20,2477,1,16
20,678,2,43
20,1138,3,56
20,3173,1,67
20,2469,3,8
20,3030,1,18
20,2523,5,38
20,2203,1,63
20,85,3,9
20,678,6,13
20,1848,3,36
20,890,2,12
21,717,4,51
21,180,5,47
21,2579,6,6
21,2523,5,16
21,312,4,11
21,3173,4,80
21,2152,1,73
21,3283,3,70
21,2152,2,44
21,150,5,29
21,1799,1,68
21,142,5,65
21,142,4,4
21,142,4,39
21,3194,4,88
21,730,2,42
21,1799,3,30
21,2982,2,50
21,2940,2,69
21,2817,1,53
21,999,2,24
21,1933,4,28
22,2481,1,33
22,142,2,58
22,39,4,55
22,1487,1,64
22,3176,4,87
22,2184,1,2
22,1228,3,71
22,864,4,35
22,2833,4,40
22,2621,5,39
22,40,6,60
22,2152,2,51
22,2306,3,68
22,426,1,48
22,39,1,9
22,3451,1,61
22,2390,2,42
22,85,4,70
22,413,5,79
22,142,1,5
22,2447,1,38
22,2612,5,45
22,2281,2,15
23,263,6,6
23,2833,3,41
23,717,3,59
23,3007,1,65
23,717,4,77
23,2073,2,12
23,1229,4,72
23,2175,5,53
23,142,5,79
23,2523,4,21
23,2889,3,5
23,2160,4,33
23,2798,4,12
23,1574,4,27
23,1030,4,62
23,466,4,20
23,3176,3,67
23,2073,4,87
23,426,5,57
23,1754,5,75
24,160,2,53
24,1653,1,3
24,2139,2,33
24,2879,4,26
24,2821,5,27
24,3426,5,57
24,2982,3,89
24,2668,3,19
24,260,4,36
24,1483,2,89
24,558,1,79
24,1349,4,89
24,3302,3,84
24,2716,2,14
24,2235,4,80
24,3484,4,24
24,1178,4,30
24,244,4,50
25,3163,2,11
25,263,3,77
25,2139,5,4
25,2073,3,77
25,1863,4,49
25,1115,5,51
25,2291,3,87
25,1967,3,14
25,1483,2,27
25,3241,1,68
25,1373,4,43
25,376,4,34
25,2160,5,5
25,216,3,49
25,3302,3,21
25,3430,4,12
25,263,3,53
25,2821,2,8
25,782,4,38
25,730,4,70
25,1967,2,41
25,2160,2,9
25,995,6,85
25,3302,1,49
25,1322,4,5
26,1178,4,22
26,1483,2,4
26,312,6,38
26,2924,2,5
26,2634,4,18
26,2424,3,84
26,1152,1,17
26,1336,5,41
26,1368,2,64
26,2291,2,46
26,995,1,53
26,1847,3,16
26,1242,3,29
26,1661,1,28
26,2906,1,5
26,2138,1,56
26,2309,1,67
26,2242,3,30
26,904,4,34
26,2743,1,34
27,2193,5,28
27,3197,2,69
27,13,5,31
27,216,3,18
27,2707,4,24
27,376,2,88
27,2534,3,21
27,3108,3,6
27,294,2,2
27,3031,3,36
27,2889,5,21
27,2193,4,72
27,3197,2,8
27,712,4,40
27,1030,3,31
27,2568,3,15
27,2482,3,2
27,2482,6,87
27,2534,2,61
27,2840,3,67
27,2132,4,58
27,1152,3,78
27,998,3,20
28,2879,4,79
28,2132,2,57
28,160,4,22
28,3197,2,63
28,2150,1,26
28,2073,1,39
28,2160,2,25
28,2889,1,61
28,2889,2,52
28,2073,4,70
28,2558,3,34
28,3069,1,85
28,1321,5,62
28,2150,3,62
28,1941,4,51
28,1547,4,52
28,3036,5,7
28,1653,5,15
28,773,5,65
28,278,3,35
28,2534,4,50
28,1748,3,74
28,2879,2,19
28,2668,3,51
28,1574,4,25
29,3094,3,28
29,2840,1,88
29,1148,3,86
29,1501,2,36
29,1370,3,49
29,3110,4,7
29,3237,4,42
29,810,4,45
29,1501,1,21
29,865,3,61
29,263,3,15
29,2534,1,86
29,2840,3,77
29,3094,4,23
29,2880,4,3
29,490,5,47
29,1030,3,56
30,2193,2,69
30,3069,4,56
30,566,4,9
30,2680,2,11
30,1440,3,71
30,2528,3,12
30,2558,5,21
30,2975,3,76
30,2721,6,7
30,501,5,41
30,2026,1,62
30,1643,2,39
30,817,5,77
30,2936,1,42
30,3338,4,2
30,468,2,30
30,157,4,41
31,2190,4,72
31,694,1,33
31,1107,1,6
31,1748,3,38
31,1288,4,60
31,3306,4,34
31,773,4,30
31,1683,4,5
31,2707,2,58
31,1231,4,2
31,193,3,2
31,558,3,28
31,2427,5,23
31,1152,2,58
31,2954,2,54
31,472,3,82
32,633,3,73
32,1366,4,81
32,1366,6,29
32,2646,4,21
32,2362,3,70
32,840,2,73
32,1237,3,14
32,255,1,13
32,2390,5,7
32,340,1,22
32,2159,5,27
32,3132,5,8
32,562,3,21
32,1049,3,1
32,1932,2,67
32,864,5,66
32,1932,1,77
32,959,2,54
32,3451,3,59
33,1003,4,6
33,2259,4,43
33,2260,2,21
33,3011,4,12
33,2472,2,85
33,1518,2,11
33,2700,3,58
33,2880,2,75
33,2362,3,8
33,167,4,18
33,3058,3,19
33,307,2,78
33,2472,4,9
33,2880,5,48
33,1148,6,23
33,1335,3,36
34,1363,4,73
34,2259,4,55
34,865,6,28
34,2880,2,71
34,486,3,53
34,1181,4,41
34,1335,5,61
34,2443,2,62
34,307,4,54
34,529,3,25
34,3401,4,61
34,2254,1,5
34,2263,1,79
34,1699,2,89
34,1237,2,40
34,2880,4,35
35,3340,4,70
35,2824,3,37
35,1388,3,3
35,2509,3,18
35,3057,2,9
35,2747,5,43
35,2973,5,61
35,2221,3,25
35,1266,2,26
35,2973,4,87
35,2646,2,88
35,490,2,87
35,3011,3,69
35,1555,2,42
35,542,3,73
35,770,3,50
35,1879,5,12
35,674,4,52
36,1049,3,34
36,224,2,72
36,2306,4,40
36,3059,2,43
36,1842,1,63
36,3320,1,17
36,2711,3,24
36,3320,1,45
36,2281,2,22
36,391,5,86
36,690,2,8
36,1882,3,35
36,1055,3,58
36,1932,2,18
36,1096,4,8
36,3235,3,29
36,39,5,32
36,1890,6,25
36,2612,4,10
36,1096,3,1
36,2281,2,26
36,2244,4,49
36,2914,2,48
36,3051,6,23
37,1477,3,38
37,2017,4,73
37,554,5,17
37,1932,3,72
37,1049,5,35
37,3429,4,7
37,864,4,54
37,980,2,72
